OS 0.001 250 0.75 5.083898945566034
OS 0.001 266 0.75 5.077781545434846
OS 0.001 282 0.75 5.072362831531791
OS 0.001 298 0.75 5.067529570282204
OS 0.001 314 0.75 5.0631917427817825
OS 0.001 346 0.75 5.0557260097994
OS 0.001 362 0.75 5.052490608621156
OS 0.001 378 0.75 5.049530427815625
OS 0.001 394 0.75 5.046811782260193
OS 0.001 410 0.75 5.044306268478977
OS 0.001 260 0.75 5.108277422114043
OS 0.001 277 0.75 5.087235953746131
OS 0.001 294 0.75 5.118671310628997
OS 0.001 311 0.75 5.0993402742024045
OS 0.001 328 0.75 5.08206395644811
OS 0.001 379 0.75 5.078273277526023
OS 0.001 396 0.75 5.064915912953438
OS 0.001 413 0.75 5.052682801644551
OS 0.001 430 0.75 5.075375757034635
OS 0.001 288 0.75 5.095970076828962
OS 0.001 306 0.75 5.0653036136354785
OS 0.001 324 0.75 5.0832987361063715
OS 0.001 342 0.75 5.099417984572938
OS 0.001 414 0.75 5.078980367601616
OS 0.001 432 0.75 5.058037030074047
OS 0.001 450 0.75 5.038825137744425
OS 0.001 280 0.75 5.099232802836923
OS 0.001 299 0.75 5.1040632283256855
OS 0.001 318 0.75 5.1083100179967005
OS 0.001 337 0.75 5.068530359567376
OS 0.001 356 0.75 5.0742034723225515
OS 0.001 451 0.75 5.062939829862444
OS 0.001 470 0.75 5.067445986001985
OS 0.001 319 0.75 5.096391005645273
OS 0.001 339 0.75 5.089632515417179
OS 0.001 359 0.75 5.083633695932804
OS 0.001 399 0.75 5.0734544984588865
OS 0.001 419 0.75 5.069099211570574
OS 0.001 439 0.75 5.06514361340669
OS 0.001 459 0.75 5.061535097454907
OS 0.001 479 0.75 5.058229901391314
OS 0.001 499 0.75 5.055191323306644
OS 0.001 381 0.75 5.058580163313309
OS 0.001 402 0.75 5.045533981668996
OS 0.001 423 0.75 5.068277944606962
OS 0.001 444 0.75 5.0559934961784165
OS 0.001 465 0.75 5.044839385518571
OS 0.001 486 0.75 5.064642210811144
OS 0.001 507 0.75 5.054043433367042
OS 0.001 528 0.75 5.044303182483418
OS 0.001 403 0.75 5.07254858725355
OS 0.001 425 0.75 5.050701497733826
OS 0.001 447 0.75 5.063661184482044
OS 0.001 469 0.75 5.044308442535112
OS 0.001 491 0.75 5.056376858934527
OS 0.001 513 0.75 5.039017005852656
OS 0.001 535 0.75 5.050297753332416
OS 0.001 557 0.75 5.034565034933621
OS 0.001 448 0.75 5.055336795659969
OS 0.001 471 0.75 5.059518070920603
OS 0.001 494 0.75 5.0633089159673546
OS 0.001 517 0.75 5.038580827618716
OS 0.001 540 0.75 5.0429315477085765
OS 0.001 563 0.75 5.046926727256505
OS 0.001 586 0.75 5.0258038079191465
OS 0.001 495 0.75 5.055779270624043
OS 0.001 519 0.75 5.052388353011338
OS 0.001 543 0.75 5.04929892232758
OS 0.001 567 0.75 5.046472481713863
OS 0.001 591 0.75 5.043876821146114
OS 0.001 615 0.75 5.0414847840729635
OS 0.001 544 0.75 5.042487851547776
OS 0.001 569 0.75 5.033470844180556
OS 0.001 594 0.75 5.025224103970686
OS 0.001 619 0.75 5.041104236472165
OS 0.001 644 0.75 5.033194412448211
OS 0.001 595 0.75 5.0434646767389495
OS 0.001 621 0.75 5.0292198278184514
OS 0.001 647 0.75 5.038572793622734
OS 0.001 673 0.75 5.025627986789914
OS 0.001 648 0.75 5.0328825894685
OS 0.001 675 0.75 5.036252343998058
OS 0.001 702 0.75 5.03936289952253
OS 0.001 703 0.75 5.034117563656764
OS 0.001 731 0.75 5.0321470255439635
OS 0.001 760 0.75 5.025488992891042
OS 0.001 760 0.75 5.025488992891042
CA 0.001 75 0.75 7.235864710738882
CA 0.001 80 0.75 7.214759390810208
CA 0.001 85 0.75 7.196204673624412
CA 0.001 90 0.75 7.179764609493868
CA 0.001 95 0.75 7.165097230693297
CA 0.001 105 0.75 7.140045414030456
CA 0.001 115 0.75 7.119437969041753
CA 0.001 125 0.75 7.1021886517073085
CA 0.001 135 0.75 7.0875385124939525
CA 0.001 145 0.75 7.074941267580673
CA 0.001 100 0.75 7.151930523760641
CA 0.001 111 0.75 7.127226091184383
CA 0.001 122 0.75 7.107060903219066
CA 0.001 133 0.75 7.090289234334649
CA 0.001 144 0.75 7.076120995628614
CA 0.001 155 0.75 7.063993690040339
CA 0.001 117 0.75 7.115747551315481
CA 0.001 129 0.75 7.096051148315251
CA 0.001 141 0.75 7.07976222876999
CA 0.001 153 0.75 7.06606699194929
CA 0.001 165 0.75 7.054391660871714
CA 0.001 110 0.75 7.1292634858427455
CA 0.001 123 0.75 7.105409914830618
CA 0.001 136 0.75 7.086194006178239
CA 0.001 149 0.75 7.070383164094396
CA 0.001 162 0.75 7.05714602361335
CA 0.001 175 0.75 7.045901483584904
CA 0.001 143 0.75 7.077317490135977
CA 0.001 157 0.75 7.0619739885394575
CA 0.001 171 0.75 7.049176784260196
CA 0.001 185 0.75 7.038340616378962
CA 0.001 159 0.75 7.060005835506511
CA 0.001 174 0.75 7.046706003646666
CA 0.001 189 0.75 7.035543031933813
CA 0.001 204 0.75 7.026040241784314
CA 0.001 191 0.75 7.034188712080077
CA 0.001 207 0.75 7.024306792555643
CA 0.001 223 0.75 7.015857576609217
CA 0.001 208 0.75 7.023740211340979
CA 0.001 225 0.75 7.014886783437419
CA 0.001 242 0.75 7.007289082082011
CA 0.001 243 0.75 7.0068755783001055
CA 0.001 261 0.75 6.999979131807603
CA 0.001 223 0.75 7.015857576609217
OS 0.001 557 0.75 5.034565034933621
OS 0.001 760 0.75 5.025488992891042
